term,POS,sentiment
nomadic,adj,0
nomenclature,n,0
nominal,adj,0
nominally,adv,0
nominate,v,0
nomination,n,0
nominative,adj,0
nominee,n,0
nonagenarian,adj,0
nonalcoholic,adj,0
nonaligned,adj,0
nonbeliever,n,0
nonce,n,0
nonchalance,n,0
nonchalant,adj,-1
nonchalantly,adv,0
noncom,n,0
noncombatant,adj,0
noncommittal,adj,-1
noncommittally,adv,0
noncompetitive,adj,0
noncompliance,n,-1
nonconductor,adj,0
nonconformist,adj,0
nonconformity,n,0
noncooperation,n,-2
nondairy,adj,0
nondeductible,adj,0
nondenominational,adj,0
nondescript,adj,-1
none,adj,0
none,adv,0
nonentity,n,0
nonessential,adj,0
nonetheless,adv,0
nonevent,n,0
nonexempt,adj,0
nonexistence,n,0
nonexistent,adj,-1
nonfat,adj,0
nonfatal,adj,1
nonfiction,n,0
nonflammable,adj,0
nonhazardous,adj,0
noninterference,n,0
nonintervention,n,0
nonjudgmental,adj,2
nonmalignant,adj,0
nonmember,n,0
nonnegotiable,adj,0
no-nonsense,adj,0
nonpareil,adj,0
nonpartisan,adj,2
nonpayment,n,-1
nonplus,v,0
nonpoisonous,adj,1
nonpolitical,adj,0
nonpolluting,adj,0
nonprescription,adj,0
nonprofessional,adj,-1
nonprofit,adj,1
nonproliferation,n,0
nonrefillable,adj,0
nonrefundable,adj,0
nonrenewable,adj,-1
nonrepresentational,adj,0
nonresident,adj,0
nonrestrictive,adj,0
nonreturnable,adj,0
nonscheduled,adj,0
nonsectarian,adj,0
nonsense,adj,-2
nonsensical,adj,-1
nonsensically,adv,-1
nonsexist,adj,0
nonskid,adj,1
nonsmoker,n,0
nonsmoking,adj,0
nonstandard,adj,0
nonstick,adj,0
nonstop,adj,0
nonstop,adv,0
nonsupport,n,-1
nontaxable,adj,1
nontoxic,adj,1
nontransferable,adj,0
nonunion,adj,0
nonverbal,adj,0
nonviolence,n,2
nonviolent,adj,1
nonvoting,adj,0
nonwhite,adj,0
noodle,n,0
nook,n,0
noon,n,0
noonday,n,0
noose,v,0
nope,n,0
nor,conj,0
nordic,adj,0
norm,n,0
normal,adj,1
normalcy,n,0
normality,n,0
normalization,n,0
normalize,v,0
normally,adv,0
norman,adj,0
normative,adj,0
norse,adj,0
north,adj,0
north,adv,0
northbound,adj,0
northeast,adj,0
northeast,adv,0
northeaster,n,0
northeasterly,adj,0
northeastern,adj,0
northerly,adj,0
northerly,adv,0
northern,adj,0
northerner,n,0
northernmost,adj,0
northward,adj,0
northward,adv,0
northwards,adv,0
northwest,adj,0
northwest,adv,0
northwesterly,adj,0
northwestern,adj,0
norwegian,adj,0
nos.,n,0
nose,v,0
nosebleed,n,-1
nosedive,v,-1
nosegay,n,0
nosey,adj,-2
nosiness,n,-2
nostalgia,n,0
nostalgic,adj,0
nostalgically,adv,2
nostril,n,0
nostrum,n,0
nosy,adj,-2
not,adv,0
notable,adj,2
notably,adv,0
notarize,v,0
notary,n,0
notation,n,0
notch,v,0
note,v,0
notebook,n,0
noted,adj,0
noteworthy,adj,1
nothing,adv,-1
nothingness,n,0
notice,v,0
noticeable,adj,0
noticeably,adv,0
notification,n,0
notify,v,0
notion,n,0
notional,adj,0
notions,n,0
notoriety,n,-2
notorious,adj,-2
notoriously,adv,-2
notwithstanding,adv,0
nougat,n,0
nought,n,-1
noun,n,0
nourish,v,1
nourishing,adj,2
nourishment,n,1
nova,n,0
novae,n,0
novel,adj,1
novelette,n,0
novelist,n,0
novella,n,0
novelty,n,0
novice,n,0
novitiate,n,0
now,adv,0
nowadays,adv,0
noway,adv,0
nowhere,adv,-1
no-win,adj,-2
nowise,adv,0
noxious,adj,-2
nozzle,n,0
nth,adj,0
nuance,n,0
nub,n,0
nubile,adj,1
nuclear,adj,0
nuclei,n,0
nucleus,n,0
nude,adj,0
nudge,v,0
nudism,n,0
nudist,n,0
nudity,n,0
nugget,n,0
nuisance,n,-2
nuke,v,-2
null,adj,-1
nullification,n,0
nullify,v,0
numb,adj,-2
numb,v,0
number,v,0
numberless,adj,0
numbly,adv,-1
numbness,n,0
numbskull,n,-2
numeral,adj,0
numerate,adj,0
numerate,v,0
numerator,n,0
numerical,adj,0
numerically,adv,0
numerology,n,0
numerous,adj,0
numismatics,n,0
numismatist,n,0
numskull,n,-2
nun,n,0
nuncio,n,0
nunnery,n,0
nuptial,adj,0
nuptials,n,0
nurse,v,0
nursemaid,n,0
nursery,n,0
nurseryman,n,0
nurture,v,1
nut,v,0
nutcracker,n,0
nuthatch,n,0
nutmeg,n,0
nutria,n,0
nutrient,n,0
nutriment,n,0
nutrition,n,0
nutritional,adj,2
nutritionally,adv,0
nutritious,adj,2
nutritive,adj,1
nuts,adj,-1
nutshell,n,0
nuttiness,n,0
nutty,adj,-1
nuzzle,v,1
nylon,n,0
nylons,n,0
nymph,n,0
nymphomania,n,-2
nymphomaniac,adj,-2
o,n,0
oaf,n,-2
oafish,adj,-1
oak,n,0
oaken,adj,0
oakum,n,0
oar,n,0
oarlock,n,0
oarsman,n,0
oases,n,0
oasis,n,2
oat,n,0
oath,n,0
oatmeal,n,0
oats,n,0
obduracy,n,-1
obdurate,adj,-1
obedience,n,2
obedient,adj,2
obediently,adv,1
obeisance,n,0
obelisk,n,0
obese,adj,-2
obesity,n,-1
obey,v,0
obfuscate,v,-1
obfuscation,n,-2
obituary,n,0
obj.,n,0
object,v,-1
objection,n,-1
objectionable,adj,-2
objective,adj,1
objectively,adv,1
objectivity,n,2
objector,n,0
obligate,adj,-1
obligate,v,-1
obligation,n,0
obligatory,n,0
oblige,v,0
obliging,adj,1
obligingly,adv,1
oblique,adj,0
obliquely,adv,0
obliterate,adj,-2
obliterate,v,-2
obliteration,n,0
oblivion,n,-1
oblivious,adj,-1
obliviousness,n,0
oblong,adj,0
obloquy,n,-2
obnoxious,adj,-2
obnoxiously,adv,-2
oboe,n,0
oboist,n,0
obscene,adj,-2
obscenely,adv,-2
obscenity,n,-2
obscure,adj,-1
obscure,v,-1
obscurely,adv,0
obscurity,n,0
obsequious,adj,-2
obsequiously,adv,-1
observable,adj,0
observably,adv,0
observance,n,0
observant,adj,1
observantly,adv,1
observation,n,0
observatory,n,0
observe,v,0
observer,n,0
obsess,v,-2
obsession,n,-1
obsessive,adj,-1
obsessively,adv,-2
obsidian,n,0
obsolescence,n,-1
obsolescent,adj,-1
obsolete,adj,-1
obstacle,n,-1
obstetric,adj,0
obstetrician,n,0
obstetrics,n,0
obstinacy,n,-1
obstinate,adj,-1
obstinately,adv,-2
obstreperous,adj,-2
obstruct,v,-2
obstruction,n,-1
obstructionist,n,-2
obstructive,adj,-2
obtain,v,0
obtainable,adj,1
obtrude,v,-1
obtrusive,adj,-1
obtrusively,adv,-2
obtrusiveness,n,-1
obtuse,adj,-2
obtusely,adv,-2
obtuseness,n,-2
obverse,n,0
obviate,v,0
obvious,adj,0
obviously,adv,0
obviousness,n,0
ocarina,n,0
occasion,v,0
occasional,adj,0
occasionally,adv,0
occidental,adj,0
occlude,v,0
occult,adj,-2
occult,v,0
occupancy,n,0
occupant,n,0
occupation,n,0
occupational,adj,0
occupy,v,0
occur,v,0
occurrence,n,0
ocean,n,0
oceangoing,adj,0
oceanic,adj,0
oceanographer,n,0
oceanography,n,0
ocelot,n,0
ocher,adj,0
ochre,adj,0
o'clock,adv,0
octagon,n,0
octagonal,adj,0
octane,n,0
octave,n,0
octet,n,0
octogenarian,adj,0
octopi,n,0
octopus,n,0
ocular,adj,0
oculist,n,0
odd,adj,-1
oddball,adj,-1
oddity,n,-1
oddly,adv,-1
oddness,n,0
odds,n,0
odds-on,adj,0
ode,n,0
odious,adj,-2
odiously,adv,-2
odium,n,-2
odometer,n,0
odor,n,-1
odoriferous,adj,-2
odorless,adj,0
odorous,adj,0
odour,n,-1
odyssey,n,0
o'er,adv,0
of,prep,0
off,adj,-1
off,adv,0
offal,n,0
offbeat,adj,0
off-color,adj,-1
offence,n,-2
offend,v,-2
offender,n,-2
offense,n,-2
offensive,adj,-2
offensively,adv,-2
offensiveness,n,-2
offer,v,0
offering,n,0
offertory,n,0
offhand,adj,-1
offhand,adv,-1
office,n,0
officeholder,n,0
officer,v,0
official,adj,0
officialdom,n,0
officially,adv,0
officiate,v,0
officious,adj,-1
officiously,adv,-2
officiousness,n,-2
offing,n,0
off-key,adj,-1
off-limits,adj,-1
off-line,adj,0
offset,v,0
offshoot,n,0
offshore,adj,0
offshore,adv,0
offside,adj,-1
offside,adv,-1
offspring,n,0
offstage,adj,0
offstage,adv,0
off-the-wall,adj,-1
off-white,adj,0
oft,adv,0
often,adv,0
ogle,v,-1
ogre,n,-2
oh,excl,0
ohm,n,0
oil,v,0
oilcloth,n,0
oiliness,n,-2
oilskin,n,0
oily,adj,-1
oink,v,0
ointment,n,0
ok,adj,1
ok,adv,1
okay,adj,1
okay,adv,1
okay,v,0
okra,n,0
old,adj,-1
olden,adj,0
old-fashioned,adj,-1
oldie,n,0
old-time,adj,0
old-world,adj,0
oleaginous,adj,0
oleander,n,0
oleomargarine,n,0
olfactory,adj,0
oligarch,n,0
oligarchy,n,0
olive,adj,0
olympian,adj,2
olympic,adj,0
ombudsman,n,0
omega,n,0
omelet,n,0
omelette,n,0
omen,v,0
ominous,adj,-2
ominously,adv,-2
omission,n,-1
omit,v,-1
omnibus,adj,0
omnipotence,n,2
omnipotent,adj,2
omnipresence,n,0
omnipresent,adj,1
omniscience,n,1
omniscient,adj,2
omnivore,n,0
omnivorous,adj,0
on,adj,0
on,adv,0
once,adv,0
oncology,n,0
oncoming,adj,0
one,adj,0
oneness,n,0
one-on-one,adj,0
one-on-one,adv,0
onerous,adj,-2
oneself,n,0
one-sided,adj,-1
onetime,adj,0
one-to-one,adj,0
one-way,adj,-1
ongoing,adj,0
onion,n,0
online,adj,0
on-line,adj,0
onlooker,n,0
only,adj,0
only,adv,0
onomatopoeia,n,0
onomatopoeic,adj,0
onrush,n,0
onrushing,adj,0
onset,n,0
onshore,adj,0
onshore,adv,0
onslaught,n,-1
onto,prep,0
onus,n,0
onward,adv,0
onwards,adv,0
onyx,n,0
oodles,n,0
oops,n,-1
ooze,v,0
opacity,n,0
opal,adj,0
opalescent,adj,0
opaque,adj,-1
opaquely,adv,-1
opaqueness,n,0
open,adj,1
open,v,0
open-air,adj,0
open-and-shut,adj,0
open-ended,adj,0
opener,n,0
openhanded,adj,1
opening,adj,0
openly,adv,1
open-minded,adj,2
openness,n,2
openwork,n,0
opera,n,0
operable,adj,1
operate,v,0
operatic,adj,0
operation,n,0
operational,adj,1
operative,adj,0
operator,n,0
operetta,n,0
ophthalmologist,n,0
ophthalmology,n,0
opiate,n,-1
opine,v,0
opinion,n,0
opinionated,adj,-1
opium,n,-1
opossum,n,0
opponent,adj,-1
opportune,adj,2
opportunism,n,0
opportunist,adj,-2
opportunistic,adj,-1
opportunity,n,0
oppose,v,-2
opposite,adj,0
opposite,adv,0
opposition,n,-1
oppress,v,-2
oppression,n,-2
oppressive,adj,-2
oppressively,adv,-2
oppressor,n,-2
opprobrious,adj,-2
opprobrium,n,-2
opt,v,0
optic,adj,0
optical,adj,0
optically,adv,0
optician,n,0
optics,n,0
optima,n,0
optimal,adj,2
optimism,n,2
optimist,n,2
optimistic,adj,2
optimistically,adv,2
optimum,adj,2
option,n,0
optional,adj,0
optometrist,n,0
optometry,n,0
opulence,n,0
opulent,adj,0
opus,n,0
or,conj,0
oracle,n,0
oracular,adj,0
oral,adj,0
orally,adv,0
orange,adj,0
orangeade,n,0
orangutan,n,0
orate,v,0
oration,n,0
orator,n,0
oratorical,adj,0
oratorio,n,0
oratory,n,0
orb,v,0
orbit,v,0
orbital,adj,0
orchard,n,0
orchestra,n,0
orchestral,adj,0
orchestrate,v,0
orchestration,n,0
orchid,n,0
ordain,v,0
ordeal,n,-2
order,v,0
orderliness,n,2
orderly,adj,1
ordinal,adj,0
ordinance,n,0
ordinarily,adv,0
ordinariness,n,0
ordinary,adj,0
ordination,n,0
ordnance,n,0
ore,n,0
oregano,n,0
organ,n,0
organdie,n,0
organdy,n,0
organic,adj,2
organically,adv,2
organism,n,0
organist,n,0
organization,n,0
organizational,adj,0
organize,v,0
organizer,n,0
orgasm,n,0
orgy,n,-2
orient,v,0
oriental,adj,0
orientate,v,0
orientation,n,0
orifice,n,0
origami,n,0
origin,n,0
original,adj,1
originality,n,2
originally,adv,0
originate,v,0
origination,n,0
originator,n,0
oriole,n,0
ornament,v,0
ornamental,adj,0
ornamentation,n,0
ornate,adj,0
ornately,adv,0
ornateness,n,2
ornery,adj,-1
ornithologist,n,0
ornithology,n,0
orotund,adj,0
orphan,v,-1
orphanage,n,0
orthodontic,adj,0
orthodontics,n,0
orthodontist,n,0
orthodox,adj,0
orthodoxy,n,0
orthographic,adj,0
orthography,n,0
orthopedic,adj,0
orthopedics,n,0
orthopedist,n,0
oscillate,v,0
oscillation,n,0
oscillator,n,0
oscilloscope,n,0
osier,n,0
osmosis,n,0
osprey,n,0
ossification,n,0
ossify,v,-1
ostensible,adj,0
ostensibly,adv,0
ostentation,n,-1
ostentatious,adj,-2
ostentatiously,adv,-2
osteopath,n,0
osteopathy,n,0
osteoporosis,n,-2
ostracism,n,-2
ostracize,v,-2
ostrich,n,0
other,adj,0
otherwise,adj,0
otherwise,adv,0
otherworldly,adj,0
otter,n,0
ottoman,adj,0
ouch,n,-1
ought,v,0
ounce,n,0
our,n,0
ours,pron,0
ourselves,n,0
oust,v,-2
ouster,n,0
out,adj,0
out,adv,0
out,v,0
outage,n,-1
outbid,v,0
outbound,adj,0
outbreak,n,-1
outbuilding,n,0
outburst,n,-2
outcast,adj,-2
outclass,v,0
outcome,n,0
outcrop,v,0
outcry,n,-2
outdated,adj,-1
outdid,v,0
outdistance,v,0
outdo,v,1
outdone,v,0
outdoor,adj,0
outdoors,adv,0
outer,adj,0
outermost,adj,0
outfield,n,0
outfielder,n,0
outfit,v,0
outfitter,n,0
outflank,v,0
outfox,v,0
outgoing,adj,0
outgrew,v,0
outgrow,v,0
outgrown,v,0
outgrowth,n,0
outhouse,n,0
outing,n,0
outlandish,adj,-1
outlast,v,2
outlaw,adj,-2
outlaw,v,-1
outlaw,v,-2
outlay,n,0
outlet,n,0
outline,v,0
outlive,v,0
outlook,n,0
outlying,adj,0
outmaneuver,v,1
outmoded,adj,-1
outnumber,v,0
out-of-bounds,adj,-1
out-of-date,adj,-1
out-of-the-way,adj,-1
outpatient,n,0
outperform,v,2
outplacement,n,0
outplay,v,1
outpost,n,0
outpouring,n,0
output,v,0
outrage,v,-2
outrageous,adj,-2
outrageously,adv,-2
outran,v,0
outrank,v,0
outre,adj,0
outreach,n,0
outrigger,n,0
outright,adj,0
outright,adv,0
outrun,v,1
outsell,v,0
outset,n,0
outshine,v,0
outshone,n,0
outside,adj,0
outside,adv,0
outsider,n,-1
outsize,adj,-1
outskirts,n,0
outsmart,v,2
outsold,v,0
outsourcing,n,0
outspoken,adj,0
outspokenness,n,0
outspread,adj,0
outstanding,adj,3
outstandingly,adv,3
outstretched,adj,0
outstrip,v,0
outward,adj,0
outward,adv,0
outwardly,adv,0
outwards,adv,0
outweigh,v,0
outwit,v,1
outworn,adj,-1
ova,n,0
oval,adj,0
ovarian,adj,0
ovary,n,0
ovation,n,0
oven,n,0
over,adj,0
over,adv,0
overabundance,n,-1
overabundant,adj,0
overachieve,v,0
overachiever,n,1
overact,v,-1
overactive,adj,-1
overage,adj,0
overall,adj,0
overalls,n,0
overanxious,adj,-2
overate,v,0
overawe,v,-1
overbalance,v,-1
overbearing,adj,-2
overbite,n,0
overblown,adj,-1
overboard,adv,-2
overbook,n,0
overburden,v,-2
overcame,v,0
overcast,adj,-1
overcast,v,0
overcautious,adj,-1
overcharge,v,-2
overcoat,n,0
overcome,v,2
overcompensate,v,-1
overcompensation,n,0
overconfident,adj,-1
overcook,v,-1
overcrowd,v,-1
overdid,v,-1
overdo,v,-1
overdone,adj,-1
overdose,v,-2
overdraft,n,0
overdraw,v,-1
overdrawn,adj,-1
overdress,v,-1
overdrew,n,0
overdrive,v,0
overdue,adj,-1
overeager,adj,-1
overeat,v,-1
overeaten,n,-1
overemphasize,v,-1
overenthusiastic,adj,-1
overestimate,v,-1
overexpose,v,-1
overexposure,n,-1
overextend,v,-1
overflow,n,0
overgrew,n,0
overgrow,v,-1
overgrown,adj,-1
overgrowth,n,0
overhand,adj,0
overhang,v,0
overhaul,v,0
overhead,adj,0
overhead,adv,0
overhear,v,0
overheard,v,0
overheat,v,-1
overhung,v,0
overindulge,v,-1
overindulgence,n,-1
overjoyed,adj,3
overkill,n,-1
overlaid,n,0
overland,adj,0
overlap,v,0
overlay,v,0
overload,v,-1
overlook,v,-1
overlord,n,0
overly,adv,-2
overmuch,adj,-1
overmuch,adv,-2
overnight,adj,0
overnight,adv,0
overpaid,v,-1
overpass,n,0
overpay,v,-1
overplay,v,-1
overpopulate,v,-1
overpopulation,n,-1
overpower,v,-1
overpowering,adj,-2
overprice,v,-1
overproduce,v,0
overproduction,n,-1
overprotective,adj,-1
overqualified,adj,-1
overran,n,-1
overrate,v,-1
overreach,v,-1
overreact,v,-1
overreaction,n,-1
overridden,n,-1
override,v,0
overripe,adj,-1
overrode,v,-1
overrule,v,-1
overrun,v,-1
oversaw,v,0
overseas,adj,0
overseas,adv,0
oversee,v,0
overseen,v,0
overseer,n,0
oversell,v,0
oversensitive,adj,-2
overshadow,v,-2
overshoe,n,0
overshoot,v,-1
overshot,adj,-1
oversight,n,-1
oversimplification,n,-1
oversimplify,v,-1
oversize,adj,-1
oversized,adj,-1
oversleep,v,-1
overslept,v,-1
overspend,v,-1
overstate,v,-1
overstatement,n,-1
overstay,v,-1
overstep,v,-1
overstock,v,0
overstuffed,adj,-1
oversupply,v,0
overt,adj,0
overtake,v,0
overtaken,n,0
overtax,v,-1
over-the-counter,adj,0
over-the-top,adj,-1
overthrew,v,-1
overthrow,v,-2
overthrown,v,-1
overtime,adv,0
overtly,adv,0
overtone,n,0
overtook,n,0
overture,n,0
overturn,v,-1
overview,n,0
overweening,adj,-2
overweight,adj,-1
overwhelm,v,-1
overwhelming,adj,-1
overwhelmingly,adv,0
overwork,v,-2
overwrought,adj,-1
overzealous,adj,-1
oviduct,n,0
oviparous,adj,0
ovoid,adj,0
ovulate,v,0
ovulation,n,0
ovule,n,0
ovum,n,0
ow,n,-1
owe,v,0
owing,adj,0
owl,n,0
owlish,adj,0
own,adj,0
own,v,0
owner,n,0
ownership,n,0
ox,n,0
oxbow,n,0
oxen,n,0
oxford,n,0
oxidation,n,0
oxide,n,0
oxidize,v,0
oxidizer,n,0
oxyacetylene,n,0
oxygen,n,0
oxygenate,v,0
oxymoron,n,0
oyster,v,0
oz.,n,0
ozone,n,0
p,n,0
p.,n,0
p.m.,adj,0
p.m.,adv,0
pa,n,0
pace,v,0
pacemaker,n,0
pacesetter,n,2
pachyderm,n,0
pacific,adj,0
pacification,n,0
pacifier,n,0
pacifism,n,0
pacifist,adj,2
pacify,v,0
pack,v,0
package,v,0
packaging,n,0
packer,n,0
packet,n,0
packing,n,0
packinghouse,n,0
pact,n,0
pad,v,0
padding,n,0
paddle,v,0
paddock,n,0
paddy,n,0
padlock,v,0
padre,n,0
paean,n,2
pagan,adj,-1
paganism,n,0
page,v,0
pageant,n,0
pageantry,n,0
pager,n,0
paginate,v,0
pagination,n,0
pagoda,n,0
paid,adj,0
pail,n,0
pailful,adj,0
pain,v,-2
painful,adj,-2
painfully,adv,-2
painkiller,n,0
painless,adj,2
painlessly,adv,1
painstaking,adj,0
painstakingly,adv,1
paint,v,0
paintbrush,n,0
painter,n,0
painting,n,0
pair,v,0
paisley,n,0
pajamas,n,0
pakistani,adj,0
pal,v,0
palace,n,0
palatable,adj,1
palate,n,0
palatial,adj,1
palaver,v,0
pale,adj,-1
pale,v,-1
paleface,n,-1
paleness,n,-1
paleontologist,n,0
paleontology,n,0
palette,n,0
palimony,n,0
palindrome,n,0
paling,n,0
palisade,v,0
pall,v,0
palladium,n,0
pallbearer,n,0
pallet,n,0
palliate,v,0
palliative,adj,0
pallid,adj,-1
pallor,n,-1
palm,v,0
palmetto,n,0
palmist,n,0
palmistry,n,0
palmy,adj,2
palomino,n,0
palpable,adj,0
palpably,adv,0
palpitate,v,0
palpitation,n,0
palsy,v,-1
paltry,adj,-1
pampas,n,0
pamper,v,-1
pamphlet,n,0
pamphleteer,n,0
pan,v,-1
panacea,n,0
panache,n,2
pancake,n,0
panchromatic,adj,0
pancreas,n,0
pancreatic,adj,0
panda,n,0
pandemic,adj,-2
pandemonium,n,-2
pander,v,-1
pane,n,0
panegyric,adj,0
panel,v,0
paneling,n,0
panelist,n,0
pang,n,0
panhandle,v,0
panhandler,n,-1
panic,v,-2
panicky,adj,-2
panic-stricken,adj,-2
pannier,n,0
panoply,n,0
panorama,n,0
panoramic,adj,0
pansy,n,0
pant,v,0
pantaloons,n,0
pantheism,n,0
pantheist,adj,0
pantheistic,adj,0
pantheon,n,0
panther,n,0
panties,n,0
pantomime,v,0
pantry,n,0
pants,n,0
pantsuit,n,0
pantyhose,n,0
pap,n,0
papa,n,0
papacy,n,0
papal,adj,0
papaw,n,0
papaya,n,0
paper,v,0
paperback,adj,0
paperboy,n,0
papergirl,n,0
paperweight,n,0
paperwork,n,0
papery,adj,0
papoose,n,0
paprika,n,0
papyri,n,0
papyrus,n,0
par,v,0
parable,n,0
parabola,n,0
parabolic,adj,0
parachute,v,0
parachutist,n,0
parade,v,0
paradigm,n,0
paradigmatic,adj,0
paradise,n,3
paradox,n,0
paradoxical,adj,0
paradoxically,adv,0
paraffin,n,0
paragon,n,2
paragraph,v,0
parakeet,n,0
paralegal,n,0
parallax,n,0
parallel,adj,0
parallel,v,0
parallelism,n,0
parallelogram,n,0
paralyses,n,-2
paralysis,n,-2
paralytic,adj,-2
paralyze,v,-1
paramecia,n,0
paramecium,n,0
paramedic,n,0
paramedical,adj,0
parameter,n,0
paramilitary,adj,0
paramount,adj,0
paramour,n,0
paranoia,n,-2
paranoid,adj,-2
parapet,n,0
paraphernalia,n,0
paraphrase,v,0
paraplegia,n,-2
paraplegic,adj,0
paraprofessional,n,0
parapsychology,n,0
parasite,n,-2
parasitic,adj,-2
parasol,n,0
paratrooper,n,0
parboil,v,0
parcel,v,0
parch,v,0
parchment,n,0
pardon,v,1
pardonable,adj,0
pare,v,0
parent,v,0
parentage,n,0
parental,adj,0
parentheses,n,0
parenthesis,n,0
parenthetic,adj,0
parenthetical,adj,0
parenthetically,adv,0
parenthood,n,0
parenting,n,0
parfait,n,0
pariah,n,-2
parimutuel,n,0
paring,n,0
parish,n,0
parishioner,n,0
parity,n,1
park,v,0
parka,n,0
parkway,n,0
parlance,n,0
parlay,v,0
parley,v,0
parliament,n,0
parliamentarian,n,0
parliamentary,adj,0
parlor,n,0
parochial,adj,-1
parochialism,n,-2
parody,n,-2
parole,v,0
parolee,n,0
paroxysm,n,-2
parquet,n,0
parricide,n,-2
parrot,v,-1
parry,v,0
parse,v,0
parsimonious,adj,0
parsimony,n,0
parsley,n,0
parsnip,n,0
parson,n,0
parsonage,n,0
part,adv,0
part,v,0
partake,v,0
partaken,n,0
partial,adj,0
partiality,n,0
partially,adv,0
participant,n,0
participate,v,0
participation,n,0
participator,n,0
participatory,adj,0
participial,adj,0
participle,n,0
particle,n,0
particular,adj,0
particularity,n,0
particularize,v,0
particularly,adv,0
parting,n,-1
partisan,adj,-1
partisanship,n,-1
partition,v,0
partly,adv,0
partner,v,0
partnership,n,1
partook,n,0
partridge,n,0
part-time,adj,0
part-time,adv,0
parturition,n,0
partway,n,0
party,v,1
parvenu,adj,0
paschal,adj,0
pass,adj,1
pass,v,0
passable,adj,1
passably,adv,0
passage,n,0
passageway,n,0
passbook,n,0
passe,adj,-1
passenger,n,0
passerby,n,0
passersby,n,0
passing,adj,0
passing,adv,0
passion,n,2
passionate,adj,2
passionately,adv,2
passionless,adj,-1
passive,adj,-1
passively,adv,0
passivity,n,-1
passkey,n,0
passport,n,0
password,n,0
past,adj,0
past,adv,0
pasta,n,0
paste,v,0
pasteboard,n,0
pastel,adj,0
pastern,n,0
pasteurization,n,0
pasteurize,v,0
pastiche,n,0
pastime,n,1
pastor,n,0
pastoral,adj,1
pastrami,n,0
pastry,n,0
pasturage,n,0
pasture,v,0
pasty,adj,-1
pat,adj,0
pat,adv,0
pat,v,0
patch,v,0
patchiness,n,-1
patchwork,n,0
patchy,adj,-1
pate,n,0
patella,n,0
patent,adj,0
patent,v,0
patently,adv,0
paternal,adj,0
paternalism,n,-1
paternalistic,adj,0
paternally,adv,0
paternity,n,0
path,n,0
pathetic,adj,-2
pathetically,adv,-2
pathogen,n,-1
pathogenic,adj,-2
pathological,adj,-2
pathologist,n,0
pathology,n,0
pathos,n,2
pathway,n,0
patience,n,2
patient,adj,2
patiently,adv,1
patina,n,0
patio,n,0
patois,n,0
patriarch,n,0
patriarchal,adj,0
patriarchy,n,0
patrician,adj,0
patricide,n,-2
patrimonial,adj,0
patrimony,n,0
patriot,n,1
patriotic,adj,2
patriotically,adv,1
patriotism,n,1
patrol,v,0
patrolman,n,0
patron,n,0
patronage,v,0
patronize,v,-1
patronizing,adj,-2
patronizingly,adv,-2
patsy,n,-1
patter,v,0
pattern,v,0
patty,n,0
paucity,n,-1
paunch,n,-1
paunchy,adj,-1
pauper,n,-1
pauperism,n,-1
pause,v,0
pave,v,0
pavement,n,0
pavilion,n,0
paving,n,0
paw,v,0
pawn,v,0
pawnbroker,n,0
pawnshop,n,-1
pawpaw,n,0
pay,v,0
payable,adj,0
paycheck,n,0
payday,n,0
payee,n,0
payer,n,0
payload,n,0
paymaster,n,0
payment,n,0
payoff,n,0
payroll,n,0
pct.,n,0
pd.,n,0
pea,n,0
peace,n,2
peaceable,adj,1
peaceably,adv,2
peaceful,adj,2
peacefully,adv,2
peacefulness,n,2
peacemaker,n,2
peacetime,n,2
peach,v,0
peacock,n,0
peahen,n,0
peak,v,1
peaked,adj,0
peal,v,0
peanut,adj,0
peanuts,n,0
pear,n,0
pearl,v,0
pearly,adj,0
peasant,n,-1
peasantry,n,-1
peat,n,0
pebble,n,0
pebbly,adj,0
pecan,n,0
peccadillo,n,-1
peccary,n,0
peck,v,0
pectin,n,0
pectoral,adj,0
peculiar,adj,-1
peculiarity,n,0
peculiarly,adv,-1
pecuniary,adj,0
pedagogic,adj,0
pedagogical,adj,0
pedagogue,n,0
pedagogy,n,0
pedal,adj,0
pedal,v,0
pedant,n,-1
pedantic,adj,-1
pedantically,adv,-1
pedantry,n,-1
peddle,v,-1
peddler,n,0
pederast,n,-2
pederasty,n,-2
pedestal,n,0
pedestrian,adj,0
pediatric,adj,0
pediatrician,n,0
pediatrics,n,0
pedicure,v,0
pedigree,adj,0
pedigreed,adj,2
pediment,n,0
pedometer,n,0
pee,v,0
peek,v,0
peekaboo,n,0
peel,v,0
peeling,adj,-1
peep,v,0
peeper,n,-2
peephole,n,0
peer,v,0
peerage,n,0
peerless,adj,3
peeve,v,-1
peevish,adj,-1
peevishly,adv,-2
peevishness,n,-2
peewee,n,0
peg,v,0
pejorative,adj,-2
pelican,n,0
pellagra,n,-2
pellet,n,0
pellmell,n,-1
pell-mell,adj,0
pell-mell,adv,0
pellucid,adj,2
pelt,v,0
pelvic,adj,0
pelvis,n,0
pen,v,0
penal,adj,-2
penalize,v,-1
penalty,n,-1
penance,n,0
pence,n,0
penchant,n,0
pencil,v,0
pendant,adj,0
pendent,adj,0
pending,adj,0
pendulous,adj,0
pendulum,n,0
penes,n,0
penetrable,adj,0
penetrate,v,0
penetrating,adj,0
penetration,n,0
penguin,n,0
penicillin,n,0
peninsula,n,0
peninsular,adj,0
penis,n,0
penitence,n,1
